Code,ICD-9 Code,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
1643,20001,Reticulosarcoma head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1644,20002,Reticulosarcoma thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1645,20003,Reticulosarcoma abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1646,20004,Reticulosarcoma axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1647,20005,Reticulosarcoma inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1648,20006,Reticulosarcoma pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1649,20007,Reticulosarcoma spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1650,20008,Reticulosarcoma mult,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1651,20010,Lymphsrc unsp xtrndl org,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1652,20011,Lymphosarcoma head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1653,20012,Lymphosarcoma thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1654,20013,Lymphosarcoma abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1655,20014,Lymphosarcoma axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1656,20015,Lymphosarcoma inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1657,20016,Lymphosarcoma pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1658,20017,Lymphosarcoma spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1659,20018,Lymphosarcoma mult,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1660,20020,Brkt tmr unsp xtrndl org,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1661,20021,Burkitt's tumor head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1662,20022,Burkitt's tumor thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1663,20023,Burkitt's tumor abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1664,20024,Burkitt's tumor axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1665,20025,Burkitt's tumor inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1666,20026,Burkitt's tumor pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1667,20027,Burkitt's tumor spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1668,20028,Burkitt's tumor mult,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1669,20030,Margnl zone lym xtrndl,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1670,20031,Margin zone lym head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1671,20032,Margin zone lym thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1672,20033,Margin zone lym abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1673,20034,Margin zone lym axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1674,20035,Margin zone lym inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1675,20036,Margin zone lym pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1676,20037,Margin zone lymph spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1677,20038,Margin zone lymph multip,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1678,20040,Mantle cell lym xtrrndl,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1679,20041,Mantle cell lymph head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1680,20042,Mantle cell lymph thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1681,20043,Mantle cell lymph abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1682,20044,Mantle cell lymph axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1683,20045,Mantle cell lymph inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1684,20046,Mantle cell lymph pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1685,20047,Mantle cell lymph spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1686,20048,Mantle cell lymph multip,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1687,20050,Primary CNS lymph xtrndl,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1688,20051,Primary CNS lymph head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1689,20052,Primary CNS lymph thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1690,20053,Primary CNS lymph abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1691,20054,Primary CNS lymph axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1692,20055,Primary CNS lym inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1693,20056,Primary CNS lymph pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1694,20057,Primary CNS lymph spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1695,20058,Primary CNS lymph multip,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1696,20060,Anaplastic lymph xtrndl,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1697,20061,Anaplastic lymph head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1698,20062,Anaplastic lymph thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1699,20063,Anaplastic lymph abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1700,20064,Anaplastic lymph axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1701,20065,Anaplastic lymph inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1702,20066,Anaplastic lymph pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1703,20067,Anaplastic lymph spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1704,20068,Anaplastic lymph multip,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1705,20070,Large cell lymph xtrndl,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1706,20071,Large cell lymphoma head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1707,20072,Large cell lymph thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1708,20073,Large cell lymph abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1709,20074,Large cell lymph axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1710,20075,Large cell lymph inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1711,20076,Large cell lymph pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1712,20077,Large cell lymph spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1713,20078,Large cell lymph multip,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1714,20080,Oth varn unsp xtrndl org,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1715,20081,Mixed lymphosarc head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1716,20082,Mixed lymphosarc thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1717,20083,Mixed lymphosarc abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1718,20084,Mixed lymphosarc axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1719,20085,Mixed lymphosarc inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1720,20086,Mixed lymphosarc pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1721,20087,Mixed lymphosarc spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1722,20088,Mixed lymphosarc mult,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1723,20100,Hdgk prg unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1724,20101,Hodgkins paragran head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1725,20102,Hodgkins paragran thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1726,20103,Hodgkins paragran abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1727,20104,Hodgkins paragran axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1728,20105,Hodgkins paragran inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1729,20106,Hodgkins paragran pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1730,20107,Hodgkins paragran spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1731,20108,Hodgkins paragran mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1732,20110,Hdgk grn unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1733,20111,Hodgkins granulom head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1734,20112,Hodgkins granulom thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1735,20113,Hodgkins granulom abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1736,20114,Hodgkins granulom axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1737,20115,Hodgkins granulom inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1738,20116,Hodgkins granulom pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1739,20117,Hodgkins granulom spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1740,20118,Hodgkins granulom mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1741,20120,Hdgk src unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1742,20121,Hodgkins sarcoma head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1743,20122,Hodgkins sarcoma thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1744,20123,Hodgkins sarcoma abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1745,20124,Hodgkins sarcoma axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1746,20125,Hodgkins sarcoma inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1747,20126,Hodgkins sarcoma pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1748,20127,Hodgkins sarcoma spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1749,20128,Hodgkins sarcoma mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1750,20140,Lym-hst unsp xtrndl orgn,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1751,20141,Hodg lymph-histio head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1752,20142,Hodg lymph-histio thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1753,20143,Hodg lymph-histio abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1754,20144,Hodg lymph-histio axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1755,20145,Hodg lymph-histio inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1756,20146,Hodg lymph-histio pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1757,20147,Hodg lymph-histio spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1758,20148,Hodg lymph-histio mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1759,20150,Ndr sclr unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1760,20151,Hodg nodul sclero head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1761,20152,Hodg nodul sclero thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1762,20153,Hodg nodul sclero abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1763,20154,Hodg nodul sclero axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1764,20155,Hodg nodul sclero inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1765,20156,Hodg nodul sclero pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1766,20157,Hodg nodul sclero spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1767,20158,Hodg nodul sclero mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1768,20160,Mxd celr unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1769,20161,Hodgkins mix cell head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1770,20162,Hodgkins mix cell thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1771,20163,Hodgkins mix cell abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1772,20164,Hodgkins mix cell axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1773,20165,Hodgkins mix cell inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1774,20166,Hodgkins mix cell pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1775,20167,Hodgkins mix cell spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1776,20168,Hodgkins mix cell mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1777,20170,Lym dplt unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1778,20171,Hodg lymph deplet head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1779,20172,Hodg lymph deplet thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1780,20173,Hodg lymph deplet abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1781,20174,Hodg lymph deplet axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1782,20175,Hodg lymph deplet inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1783,20176,Hodg lymph deplet pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1784,20177,Hodg lymph deplet spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1785,20178,Hodg lymph deplet mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1786,20190,Hdgk dis unsp xtrndl org,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1787,20191,Hodgkins dis NOS head,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1788,20192,Hodgkins dis NOS thorax,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1789,20193,Hodgkins dis NOS abdom,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1790,20194,Hodgkins dis NOS axilla,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1791,20195,Hodgkins dis NOS inguin,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1792,20196,Hodgkins dis NOS pelvic,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1793,20197,Hodgkins dis NOS spleen,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1794,20198,Hodgkins dis NOS mult,Hodgkin-s ds,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, Medium"
1795,20200,Ndlr lym unsp xtrndl org,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1796,20201,Nodular lymphoma head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1797,20202,Nodular lymphoma thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1798,20203,Nodular lymphoma abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1799,20204,Nodular lymphoma axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1800,20205,Nodular lymphoma inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1801,20206,Nodular lymphoma pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1802,20207,Nodular lymphoma spleen,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1803,20208,Nodular lymphoma mult,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1804,20210,Mycs fng unsp xtrndl org,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1805,20211,Mycosis fungoides head,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1806,20212,Mycosis fungoides thorax,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1807,20213,Mycosis fungoides abdom,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1808,20214,Mycosis fungoides axilla,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1809,20215,Mycosis fungoides inguin,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
1810,20216,Mycosis fungoides pelvic,Non-Hodg lym,"HCC9 Lymphatic, Head and Neck, Brain, and Other Major Cancers",,"Cancer, High"
